,target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank
3715,OCC[C@H]1CNc2ccc(Br)cc2N1,O=CN1CCCN1c1cccc(Br)c1,O=CN1CCCN1c1ccc(Br)cc1,O=c1[nH]c2cc(Br)ccc2n1CCCl,Cn1c(=O)[nH]c2cc(Br)ccc21,O=CNc1cc(Br)ccc1N1CCCN1,0
3716,COC(=O)CCc1cccc(Nc2ncc(Cl)c(Nc3ccc(OC)cc3NS(C)(=O)=O)n2)c1C,CC=C(CCCO)c1cccc(N)c1C.COc1ccc(Nc2nc(Cl)ncc2Cl)c(NS(C)(=O)=O)c1,COc1ccc(Nc2nc(Cl)ncc2Cl)c(NS(C)(=O)=O)c1.Cc1c(N)cccc1N,COc1ccc(Nc2nc(Cl)ncc2Cl)c(NS(C)(=O)=O)c1.Cc1c(N)cccc1CCCO,CCCc1cccc(N)c1C.COc1ccc(Nc2nc(Cl)ncc2Cl)c(NS(C)(=O)=O)c1,CC=C(CCCO)c1cccc(N)c1C.COC=CC=C(Nc1nc(Cl)ncc1Cl)NS(C)(=O)=O,0
3717,CCOC(=O)c1cnn2ccc(C(F)(F)F)cc12,CCOC(=O)c1cnn2ccc(C(F)(F)F)cc12,COC(=O)c1cnn2ccc(C(F)(F)F)cc12,O=C(O)c1cnn2ccc(C(F)(F)F)cc12,OCc1cnn2ccc(C(F)(F)F)cc12,O=C(O)c1cnn2ccc(C(F)(F)F)cc12,1
3718,CCOC(=O)CSc1nc(Cl)cc(Cl)n1.Cc1cc(C)c(N)c(C)c1,CCOC(=O)CSc1nc(Cl)cc(Cl)n1.Cc1cc(C)c(N)c(C)c1,CCOC(=O)CS.CN=C(Cl)N=C(Cl)C=CNC1=C(C)C=C(C)C=CC1,CC=C1C=CCC(NC=CC(Cl)=NC(Cl)=NC)=C1C.CCOC(=O)CS,CC=C1C=CCC(NC=CC(Cl)=NC(Cl)=NC)=C1C.CCOC(=O)CS,C=C(C)N=C(Cl)N=C(Cl)C=CNC1=C(C)C=CC1.CCOC(=O)CS,1
3719,CCOC(=O)c1ccc(Oc2ccc(-c3cc(C)cc(Nc4nccc(C(F)(F)F)n4)c3)cn2)cc1,C=C(C)C=C(C=CC(C)=CC=COC1=CC=C(C(=O)OCC)C=CN1)Nc1nccc(C(F)(F)F)n1,C=C(C)C=C(C=CC(C)=CC=COC1=CC=C(C(=O)OC)C=CN1)Nc1nccc(C(F)(F)F)n1,COC(=O)c1ccc(OC=CC=C(C#N)C=CC(=CC2=CC2)Nc2nccc(C(F)(F)F)n2)cc1,C=C(C)C=C(C=CC(C)=CC=COC1=CC=C(C(=O)OC)C=CN1)Nc1nccc(C(F)(F)F)n1,C=C=NC(=CC=CC1C=C(Nc2nccc(C(F)(F)F)n2)C=CC1)Oc1ccc(C(=O)OC)cc1,0
3720,CC(O)c1cc(Br)cs1,CON(C)C(=O)c1cc(Br)cs1,CC(O)c1cc(Br)cs1,O=C(O)c1cc(Br)cs1,CCOC(=O)c1cc(Br)cs1,O=C(Cl)c1cc(Br)cs1,2
3721,CN=C=O.Cc1cccc(N)c1CO,CNC(=O)Nc1cccc(C)c1C=O,CN=C=O.Cc1cccc(N)c1CO,CNC(=O)Nc1cccc(C)c1C(=O)OC,CCOC(=O)c1c(C)cccc1NC(=O)NC,CCOC(=O)c1c(C)cccc1NC(=N)NC,2
3722,CCOc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C.CN1CCC(N)CC1,CCOc1cc(C(=O)NC2CCN(C)CC2)ccc1N.CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Cl)ncc21,CCOc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C.CN1CCC(N)CC1,CCOc1cc(C(=O)NC2CCN(C)CC2)ccc1N.CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Cl)ncc21,CCOc1cc(C(=O)NC2CCN(C)CC2)ccc1N.CNC(=O)C(F)(F)CN(c1ccnc(Cl)n1)C1CCCC1,CCN1CCC(N)CC1.CCOc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,2
3723,COc1cc(OC)nc(-c2ccc(Cl)nc2)n1.Oc1ccc2c(c1)CCN(C1CCC1)CC2,Brc1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1.COc1cc(OC)nc(-c2ccc(O)nc2)n1,CCNCC(=CC=CC(=N)N=C(C=COC)OC)Oc1cccc(C)c1.O=C1CCC1,C=NC(=CC=CC(=N)N=C(C=COC)OC)Oc1cccc(CCNCC)c1.O=C1CCC1,C=NC(=CC=CC(=N)N=C(C=COC)OC)Oc1cccc(CCNCC)c1.O=C1CCC1,COC=CC(=NC(=N)c1ccc(Oc2ccc3c(c2)CCNCC3)nc1)OC.O=C1CCC1,0
3724,OCc1cncc(Br)c1,O=C(O)c1cncc(Br)c1,OCc1cncc(Br)c1,Brc1cncc(I)c1.CN(C)C=O,CN(C)C=O.Clc1cncc(Br)c1,O=C(Cl)c1cncc(Br)c1,2
3725,C1CSCCN1.Fc1ccc(C2=NOC(COc3ccon3)C2)cc1F,CC(=CC=CC(=O)F)N1CCSCC1,C=C(F)C(=CC=CCC(=O)C1=NOC(COc2ccon2)C1)N1CCSCC1,Fc1cc(C2=NOC(CCl)C2)ccc1N1CCSCC1.Oc1ccon1,CC(=CC=CC(F)CC=O)N1CCSCC1.Oc1ccon1,O=C1C=C(C2=NOC(COc3ccon3)C2)C(=CC(=CF)N2CCSCC2)CCO1,0
3726,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CNC1.O=C1CCC(O)(c2ccc(Br)cn2)CC1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CNC1.O=C1CCC(O)(c2ccc(Br)cn2)CC1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CNC1.O=C1CCC(O)(c2ccc(Br)cn2)CC1,O=C(O)CNC(=O)c1cccc(C(F)(F)F)c1.O=C1CCC(O)(c2ccc(Br)cn2)CC1,CCC=CC=CC(=O)NCC(=O)N(F)CCNC(F)CCO[Si](C)(C)C(C)(C)C.O=C1CCC(O)(c2ccc(Br)cn2)CC1,CCOC(=O)CNC(=O)c1cccc(C(F)(F)F)c1.O=C1CCC(c2ccc(Br)cn2)CC1,1
3727,OCc1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,OCc1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,CN(C)C=O.Clc1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,CN(C)C=O.ClCc1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,CN(C)C=O.ClC(c1ccccc1)(c1ccccc1)c1ccccc1,NC(=S)NC(c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1csc(Cl)n1,1
3728,C[N+](C)(C)CC(O)CCl.O=c1c2ccccc2sc2ccc(O)cc12,CI.CN(C)CC(O)COc1ccc2sc3ccccc3c(=O)c2c1,CN(C)CC(O)CCl.O=c1c2ccccc2sc2ccc(O)cc12,CBr.CN(C)CC(O)COc1ccc2sc3ccccc3c(=O)c2c1,C[N+](C)(C)CC(O)CCl.O=c1c2ccccc2sc2ccc(O)cc12,CC(C)(C)CC(O)COc1ccc2sc3ccccc3c(=O)c2c1.CI,4
3729,O=C1Cc2cc(Br)cnc2N1.O=Cc1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,O=C1Cc2cc(Br)cnc2N1.O=Cc1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,C=Cc1ccncc1.O=C1Nc2ncc(Br)cc2C1=Cc1ccc2c(Br)n[nH]c2c1,C=Cc1ccncc1.O=C1Nc2ncc(Br)cc2/C1=C/c1ccc2c(Br)n[nH]c2c1,C=Cc1n[nH]c2cc(C=O)ccc12.O=C1Cc2cc(Br)cnc2N1,C=Cc1ccncc1.O=C1Nc2ncc(Br)cc2C1=Cc1ccc2c(I)n[nH]c2c1,1
3730,COc1cc(N)c(C(N)=O)c(OC)c1.O=Cc1ccccc1Cl,COc1cc(N)c(C(N)=O)c(OC)c1.O=C(O)c1ccccc1Cl,COc1cc(N)c(C(N)=O)cc1N.O=C(O)c1ccccc1Cl,COc1cc(N)c(C(N)=O)c(OC)c1.Clc1ccccc1CBr,C=CN=C(C(N)=C(N)C=COC)c1ccccc1Cl.O=C(n1ccnc1)n1ccnc1,COc1cc(N)c(N)cc1N.O=C(O)c1ccccc1Cl,0
3731,Cc1c(-c2cccnc2)nc2cc(F)ccc2c1Cl.c1cc2c(cc1N1CCOCC1)NCC21CCOCC1,Cc1c(-c2cccnc2)nc2cc(F)ccc2c1Cl.c1nc2c(cc1N1CCOCC1)NCC21CCOCC1,Cc1c(-c2cccnc2)nc2cc(F)ccc2c1Cl.c1cc2c(cc1N1CCOCC1)NCC21CCOCC1,Brc1cccnc1.Cc1c(-c2cccnc2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(N)cc21,C1COCCN1.Cc1c(-c2cccnc2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(Br)cc21,C1COCCN1.Cc1c(-c2cccnc2)nc2cc(F)ccc2c1Cl,2
3732,CC1(C)OC[C@H](CCOS(C)(=O)=O)O1.[N-]=[N+]=[N-],CC1CO[C@@H](CCCl)CO1.[N-]=[N+]=[N-],CC1(C)OC[C@H](CCCl)O1.[N-]=[N+]=[N-],CC1CO[C@@H](CCBr)CO1.[N-]=[N+]=[N-],CC1(C)OC[C@H](CCBr)O1.[N-]=[N+]=[N-],CC1CO[C@@H](CCI)CO1.[N-]=[N+]=[N-],0
3733,CC(C)(C)[Si](C)(C)OCCCCCCBr.OC1CCN(Cc2ccccc2)CC1,CC(C)(C)[Si](C)(C)OCCCCCCBr.OC1CCN(Cc2ccccc2)CC1,CC(C)(C)[Si](C)(C)OCCCCCCO.OC1CCN(Cc2ccccc2)CC1,CC(C)(C)[Si](C)(C)OCCCCCCO.ClC1CCN(Cc2ccccc2)CC1,BrCc1ccccc1.CC(C)(C)[Si](C)(C)OCCCCCCO,CC(C)(C)[Si](C)(C)OCCCCCCCl.OC1CCN(Cc2ccccc2)CC1,1
3734,C#Cc1cc(C)cc(Nc2cc(C(F)F)ccn2)n1.COc1ccc(CN2CC(CN=[N+]=[N-])CC2=O)c(OC)c1,C#CCC1CC(=O)N(Cc2ccc(OC)cc2)C1.FC(F)c1ccnc(NC2=NC(C3CCNC3)=CCC=C2)c1,C#CCC1CC(=O)N(CC)C1.C=C1N(CCCNC(C)=O)N=CCC12CC=CC(Nc1cc(C(F)F)ccn1)=N2,C#CCC1CC(=O)N(Cc2ccc(OC)cc2)C1.FC(F)c1ccnc(NC2=NC(C3CCNC3)=NCC=C2)c1,C#CCC1CC(=O)N(Cc2ccc(OC)cc2)C1.FC(F)c1ccnc(NC2=NC(C3CCNC3)=CCC=C2)c1,C#CC1CCN(Cc2ccc(OC)cc2O)CC1=O.FC(F)c1ccnc(NC2=NC(C3CCNC3)=NCC=C2)c1,0
3735,Clc1nc(N2CCC2)c2nc(Cl)c(Cl)nc2n1.O[C@@H]1CCOC1,C1CNC1.Clc1nc(Cl)c2nc(Cl)c(O[C@@H]3CCOC3)nc2n1,Clc1nc2c(nc1Cl)=C(N1CCC1)N=CON=2.O[C@@H]1CCOC1,O[C@@H]1CCOC1.Oc1nc(Cl)c2nc(Cl)c(O[C@@H]3CCOC3)nc2n1,Clc1nc(Cl)c2nc(Cl)c(O[C@@H]3CCOC3)nc2n1.O[C@@H]1CCOC1,C1CNC1.Clc1nc(Cl)c2nc(Cl)c(O[C@@H]3CCOC3)nc2n1,0
3736,CCN(CC)CCCCBr.Cc1ccc2c(=O)n3c(nc2c1)[nH]c1cc(C)c(C)cc13,CCN(CC)CCCCn1c2cc(C)c(C)cc2n2c(=O)c3ccc(C)cc3nc12,CC(C=CN)=C(C)C=C(N)C=Nc1cccc(C)c1.CCN(CC)CCCCBr,CC1=CC2=NCc3cc2c(cc3C)N=CC(N)=C1.CCN(CC)CCCCCl,CC(C=CN)=C(C)C=C(N)C=Nc1cccc(C)c1.CCN(CC)CCCCCl,CC1=CC2=NCc3cc2c(cc3C)N=CC(N)=C1.CCN(CC)CCCCBr,0
3737,CCCN.Clc1nc(Cl)c2ncn(C3CCOC3)c2n1,CCCN.Clc1nc(Cl)c2ncn(C3CCOC3)c2n1,CCCN.N=C1C(=C(Cl)N=CCl)N=CN1C1CCOC1,BrC1CCOC1.CCCNc1nc(Cl)nc2c1ncn2C1CCOC1,CCCN.Clc1nc(Cl)c2ncn(C3CCOC3)c2n1,CCCN.Fc1nc(Cl)c2ncn(C3CCOC3)c2n1,1
3738,O=Cc1ccc(Sc2ccc(Cl)c(Cl)c2)cc1Br,O=C(O)c1ccc(Sc2ccc(Cl)c(Cl)c2)cc1Br,COC(=O)c1ccc(Sc2ccc(Cl)c(Cl)c2)cc1Br,O=Cc1ccc(Sc2ccc(Cl)c(Cl)c2)cc1Br,CCOC(=O)c1ccc(Sc2ccc(Cl)c(Cl)c2)cc1Br,OB(O)c1ccc(Cl)c(Cl)c1.OCc1ccc(S)cc1Br,3
3739,Cc1ccc(-c2noc(CCC(C)(C)O)n2)cc1N.Cc1ccn2c(C(=O)O)cnc2c1,Cc1ccc(-c2noc(CCC(C)(C)O)n2)cc1N.Cc1ccn2c(C(=O)O)cnc2c1,CC1=NC=Cc2ccc(Br)cc2N1C(=O)C1=CCC=CN1.Cc1ccc(-c2noc(CCC(C)(C)O)n2)cc1N,CC1=NC=Cc2ccc(Br)cc2N1C(=O)C1=CCC=CN1.Cc1ccc(-c2noc(CCC(C)(C)O)n2)cc1N,CC1=CC2=C(C(=O)Nc3cc(Br)ccc3C=CN)N2C=C1.Cc1ccc(-c2noc(CCC(C)(C)O)n2)cc1N,Cc1ccn2c(C(=O)Nc3cc(-c4noc(C=CC(C)(C)O)n4)ccc3C)cnc2c1,1
3740,O=C(Cl)c1cccc(Cl)c1.O=C1C(=O)c2ccc(-c3cccnc3)cc2C2=C1SCC1(CCNCC1)O2,O=C(Cl)c1cccc(Cl)c1.O=C1C(=O)c2ccc(-c3cccnc3)cc2C2=C1SCC1(CCNCC1)O2,O=C(O)c1cccc(Cl)c1.O=C1C(=O)c2ccc(-c3cccnc3)cc2C2=C1SCC1(CCNCC1)O2,O=C(c1cccc(Cl)c1)N1CCC(O)CC1.O=C1C(=O)c2ccc(-c3cccnc3)cc2C2=C1SCC1(CCNCC1)O2,O=C(Cl)c1cccc(Cl)c1.O=C(c1cccc(Cl)c1)N1CCC2OCCOc3cc(-c4cccnc4)ccc3C2C1,O=C(Cl)c1cccc(Cl)c1.O=C1C(=O)N2CCC(CC2)C(Sc2cccc(-c3cccnc3)c2)C1O,1
3741,CN(C)C1CCNCC1.COc1cc(Cl)cc(C(C)Nc2cc(F)ccc2S(C)(=O)=O)c1OC,CN(C)C1CCNCC1.COC=CC(Cl)=CC(C)C(C)Nc1cc(Cl)ccc1S(C)(=O)=O,CN(C)C1CCNCC1.COC=CC(Cl)=CC(C)C(C)Nc1cc(F)ccc1S(C)(=O)=O,CN(C)C1CCNCC1.COC=CC(Cl)=CC(OC)C(C)Nc1cc(F)ccc1S(C)(=O)=O,CN(C)C1CCNCC1.COC=CC(Cl)=CC(OC)C(C)Nc1cc(Cl)ccc1S(C)(=O)=O,CN(C)C1CCNCC1.COC1=CC(Cl)=CC1(OC)C(C)Nc1cc(Cl)ccc1S(C)(=O)=O,0
3742,CC1(C(=O)c2c[nH]c3ncc(Br)nc23)CCCC1.COc1cc(B(O)O)cc(OC)c1OC,CC1(C(=O)O)CCCC1.COc1cc(-c2cnc3[nH]cc(I)c3n2)cc(OC)c1OC,CC1(C(=O)O)CCCC1.COc1cc(-c2cnc3[nH]ccc3n2)cc(OC)c1OC,CC1(C(=O)O)CCCC1.COC=CC(=CC(=COC)OC)c1cnc2[nH]ccc2n1,COc1cc(-c2cnc3[nH]cc(I)c3n2)cc(OC)c1OC.O=C(O)C1CCCCC1,COc1cc(-c2cnc3[nH]ccc3n2)cc(OC)c1OC.O=C(O)C1CCCCC1,0
3743,CC1(C)OB(c2cnc(N)nc2)OC1(C)C.C[C@H](O)C(=O)N1CCN(Cc2cc3nc(Cl)nc(N4CCOCC4)c3s2)CC1,CC(O)C(=O)O.Nc1ncc(-c2nc(N3CCOCC3)c3sc(CN4CCNCC4)cc3n2)cn1,CC(O)C(=O)O.CN1c2cc(CN3CCNCC3)sc2C(N2CCOCC2)=NC1c1cnc(N)[nH]1,CC(O)C(=O)O.Nc1ncc(CN=c2c3sc(CN4CCNCC4)cc3nc3n2CCOC3)cn1,CC(O)C(=O)O.N=CN1c2cc(CN3CCNCC3)sc2C(N2CCOCC2)=NC1c1cnc[nH]1,CC(O)C(=O)O.Nc1ncc(CN=C(c2sc(CN3CCNCC3)cc2N)N2CCOCC2)cn1,0
3744,CCOP(OCC)OCC.COc1ccc(CBr)c([N+](=O)[O-])c1,CCOP(OCC)OCC.COc1ccc(CBr)c([N+](=O)[O-])c1,CCOP(OCC)OCC.COc1ccc(CCl)c([N+](=O)[O-])c1,CCCP(OCC)OCC.COc1ccc(CBr)c([N+](=O)[O-])c1,CCOP(OC)OCC.COc1ccc(CBr)c([N+](=O)[O-])c1,C=C(CC(=CC=COC)C(=O)O)[N+](=O)[O-].CCI,1
3745,CCOc1cc(C(CCO)N2C(=O)c3ccccc3C2=O)ccc1OC.CI,CCOc1cc(C(O)COC)ccc1OC.O=C1NC(=O)c2ccccc21,CCOc1cc([C@@H](O)COC)ccc1OC.O=C1NC(=O)c2ccccc21,CCOc1cc([C@@H](O)CCO)ccc1OC.O=C1NC(=O)c2ccccc21,CCOc1cc([C@@H](N)CCO)ccc1OC.O=C1OC(=O)c2ccccc21,CCOc1cc([C@H](O)CCO)ccc1OC.O=C1NC(=O)c2ccccc21,0
3746,CC1(C)Cc2c(Oc3cc(F)cc(F)c3)cc(C(=O)O)cc2O1.Cn1ccc(N)n1,CN1C=CC1NC(=O)c1cc(O)cc(OC2(C)CC2)c1.Fc1cc(F)cc(F)c1,Cn1ccc(NC(=O)c2cc(O)c3c(c2)OC(C)(C)C3)n1.Fc1cc(F)cc(F)c1,CN1C=CC1NC(=O)c1cc(O)cc(OC2(C)CC2)c1.Fc1cc(F)cc(Br)c1,CN1C=CC1NC(=O)c1cc(O)cc(OC2(C)CC2)c1.Oc1cc(F)cc(F)c1,Cn1ccc(NC(=O)c2cc(O)c3c(c2)OC(C)(C)C3)n1.Fc1cc(F)cc(Br)c1,0
3747,Cn1cc(-c2cncc(-n3ncc4c5c(sc4c3=O)CCCC5)c2C=O)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,CNC=C(C=C(N)C=NC=O)c1cncc(-n2ncc3c4c(sc3c2=O)CCCC4)c1CO.Clc1ccc(N2CCN(C3COC3)CC2)cn1,CNC=C(C=C(N)C=NC=O)c1cncc(-n2ncc3c4c(sc3c2=O)CCCC4)c1CO.OB(O)c1ccc(N2CCN(C3COC3)CC2)cn1,CNC=C(C=C(Br)C=NC=O)c1cncc(-n2ncc3c4c(sc3c2=O)CCCC4)c1CO.Nc1ccc(N2CCN(C3COC3)CC2)cn1,Brc1ccc(N2CCN(C3COC3)CC2)cn1.CNC1=C(c2cncc(-n3ncc4c5c(sc4c3=O)CCCC5)c2CO)C=C(N)C1=O,Brc1ccc(N2CCN(C3COC3)CC2)cn1.CNC=C(C=C(N)C=O)c1cncc(-n2ncc3c4c(sc3c2=O)CCCC4)c1CO,0
3748,COC(=O)c1cccc2[nH]c(N3CC[C@H](NC(=O)OCc4ccccc4)[C@H](OC)C3)nc12,CN=C1[C@@H](OC)[C@@H](NC(=O)OC(C)(C)C)CCN1C1COC(=O)CC=CC=CN1,COC(=O)c1cccc2c1N=C1CC(N2)N1CC[C@@H](CO)NC(=O)OC(C)(C)C,COC(=O)c1cccc2[nH]c(N3CC[C@H](NC(=O)OC(C)(C)C)[C@H](OC)C3)nc12,COC(=O)c1cccc2[nH]c(NCC[C@H](NC(=O)OCc3ccccc3)[C@H]3CCO3)nc12,COC(=O)c1cccc2c1C(NCC[C@H](NC(=O)OCc1ccccc1)[C@@H](C=N)OC)N2,0
3749,c1ccc(COCC2CCC3(CC2)OCCO3)cc1,ClCc1ccccc1.O=C1CCC(CO)CC1,CS(=O)(=O)OC1CCC(COCc2ccccc2)CC1,BrCc1ccccc1.O=C1CCC(CO)CC1,O[C@H]1CC[C@H](COCc2ccccc2)CC1,C=COCC(O)=CCC=O.ClCc1ccccc1,0
3750,CCOC(=O)CCCCn1c(C(=O)OCC)cc2c(Cl)cc(OCc3ccccc3)cc21,CCOC(=O)CCCCBr.CCOC(=O)c1cc2c(Cl)cc(O)cc2[nH]1,CCOC(=O)CCCCn1c(C(=O)OCC)cc2c(Cl)cc(OCc3ccccc3)cc21,CCOC(=O)CCCCBr.CCOC(=O)c1cc(Cl)cc(O)c1[NH],CCOC(=O)CCCCBr.CCOC(=O)c1cc2c(Cl)cc(O)cc2[nH]1,CCOC(=O)CCCCNC(=Cc1ccc(OC)cc1Cl)C(=O)OCC,2
3751,CN.O=C(O)c1c(F)cccc1F,CN.O=C(Cl)c1c(F)cccc1F,CN.O=C(O)c1c(F)cccc1F,CN.O=C(Br)c1c(F)cccc1F,CN.O=C(F)c1c(F)cccc1F,CCOC(=O)c1c(F)cccc1F.CN,2
3752,Cc1csc2nc(-c3ccncc3)nc(Cl)c12.NCCc1ccc2c(c1)OCCO2,ClC1=NC(NCCc2ccc3c(c2)OCCO3)=C2CC=C[SH]2C=N1.OB(O)c1ccncc1,ClC1=NC(NCCc2ccc3c(c2)OCCO3)=CCC=CSC=N1.OB(O)c1ccncc1,Cc1csc2nc(-c3ccncc3)nc(Cl)c12.NCCc1ccc2c(c1)OCCO2,ClC1=NC(NCCc2ccc3c(c2)OCCO3)=CCC=CSC=N1.OB(O)c1ccncc1,Clc1nc(-c2ccncc2)nc2c1CC=CS2.NCCc1ccc2c(c1)OCCO2,3
3753,CC(C)(C)OC(=O)N1CCN(c2c(COc3ccccc3C(F)(F)F)cc(Br)cc2NC(=O)c2nccc3ccccc23)CC1,CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(-c4cccnc4)ccc32)CC1,CC(C)(C)OC(=O)NCC1CCN(c2noc(C(Cl)(Cl)Cl)n2)CC1,CNc1ncc2c(n1)N(C1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N(c1c(F)c(OC)cc(OC)c1F)C2,CC(C)(C)OC(=O)N1CCC(CN[C@@H]2C[C@H]2c2ccccc2)(Cc2ccc(F)cc2)CC1,COC(=O)[C@H](CNC(=O)OC(C)(C)C)NC(=O)c1sc(C(=O)NCc2cccc(O)c2)cc1Cl,0
3754,Cc1ccc(S(=O)(=O)N2CCC3(C=Cc4ccccc43)CC2)cc1,Cc1ccc(S(=O)(=O)Cl)cc1.c1ccc2c(c1)CCC21CCNCC1,Cc1ccc(S(=O)(=O)Cl)cc1.c1ccc2c(c1)CCCC2,BrCCc1ccccc1.CC1CC(O)CCN1S(=O)(=O)C1=CC=CCC1,CC1Cc2ccccc2C12CCNCC2.Cc1ccc(S(=O)(=O)Cl)cc1,CC1CC(O)CCN1S(=O)(=O)C1=CC=CCC1.O=CCc1ccccc1,0
3755,Cn1ccc2ccccc21.O=C(Cl)Cc1ccccc1,O=C(Cl)Cc1ccccc1.c1ccc2c(c1)CN2,CI.O=C(Cc1ccccc1)c1c[nH]c2ccccc12,Cn1ccc2ccccc21.O=C(Cl)Cc1ccccc1,Cn1cc(C(=O)Cc2ccccc2)c2ccccc21,CNc1ccccc1C=O.ClCc1ccccc1,3
3756,CC(C)I.O=[N+]([O-])c1cnccc1O,CC(C)O.O=[N+]([O-])c1cnccc1Cl,CC(C)OC(=O)/N=N/C(=O)OC(C)C.O=[N+]([O-])c1cnccc1Cl,CC(C)OC(=O)/N=N/C(=O)OC(C)C,CC(C)[O-].O=[N+]([O-])c1cnccc1Cl,CC(C)O.O=[N+]([O-])c1cnccc1F,0
3757,Cn1cc(C2c3ccc(Cl)cc3C=Cc3sc(Cl)nc32)c(=O)[nH]c1=O.NCc1ccccc1,CNc1c(Cc2ccc(Cl)cc2C)oc(=O)[nH]c1=O.NC(=S)NCc1ccccc1,Cn1cc(Cc2ccc(Cl)cc2I)c(=O)[nH]c1=O.NC(=S)NCc1ccccc1,BrCc1ccccc1.CNc1c(Cc2ccc(Cl)cc2C=Cc2cnc(N)s2)sc(=O)[nH]c1=O,Cn1cc(Cc2ccc(Cl)cc2Br)c(=O)[nH]c1=O.NC(=S)NCc1ccccc1,BrCc1ccccc1.Cn1cc(C2c3ccc(Cl)cc3C=Cc3sc(N)nc32)c(=O)[nH]c1=O,0
3758,Cc1cccc(-c2c(F)cccc2[C@H](OCCN=[N+]=[N-])[C@H]2CN(C(=O)OC(C)(C)C)CCO2)c1,CC=CC=CC(=NC)c1c(F)cccc1[C@@H](CCN(CC=O)C(=O)OC(C)(C)C)OCCNC(=O)OCc1ccccc1,CC=CC=CC(=NC)c1c(F)cccc1[C@@H](CCN(CC=O)C(=O)OC(C)(C)C)OCCN1C(=O)c2ccccc2C1=O,COCCN(CC[C@@H](OCCNC(=O)OCc1ccccc1)c1cccc(F)c1C1C=CC=CC1)C(=O)OC(C)(C)C,CC=CC=C1COC1c1c(F)cccc1[C@@H](CCN(CC)C(=O)OC(C)(C)C)OCCN1C(=O)c2ccccc2C1=O,CC=CC=C1C=C1c1c(F)cccc1[C@H](OCCN1C(=O)c2ccccc2C1=O)[C@H]1CN(C(=O)OC(C)(C)C)CCO1,0
3759,ClCCN1CCCCC1.c1ccc2c(c1)SCCc1c-2[nH]c2ccccc12,ClCCN1CCCCC1.c1ccc2c(c1)SCCc1c-2[nH]c2ccccc12,ClCCN1CCCCC1.c1ccc2c(c1)SCCc1c-2[nH]c2ccccc12,OCCN1CCCCC1.c1ccc2c(c1)SCCc1c-2[nH]c2ccccc12,OCCN1CCCCC1.c1ccc2c(c1)SCCc1c-2[nH]c2ccccc12,C1=C2Nc3ccccc3C1CSc1ccccc12.ClCCN1CCCCC1,1
3760,OCCn1ncc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,Fc1cccc(CCl)c1.Oc1ccc(N2CCn3ncc4ncnc2c43)cc1Cl,Fc1cccc(CBr)c1.Oc1ccc(N2CCn3ncc4ncnc2c43)cc1Cl,FC=CC=CC(Cl)COc1ccc(I)cc1.c1nc2c3cc1n2CCN3,C1=Cc2nc3c([nH]2)CNCCN3C=N1.FC=CC=CC(Cl)COc1ccc(I)cc1,FC=CC=CC(Cl)COc1ccc(I)cc1.N=CC=NNC1=CC=NC=CN1,0
3761,CN1C(=O)CC[C@]2(C)c3ccc(Br)cc3CC[C@@H]12.OB(O)c1ccc(Cl)cc1,CN1C(=O)CC[C@]2(C)c3ccc(Br)cc3CC[C@@H]12.OB(O)c1ccc(Cl)cc1,CI.O=C1CCC2Cc3ccc(-c4ccc(Cl)cc4)cc3CC[C@H]2N1,CI.O=C1CCC2Cc3ccc(-c4ccc(Cl)cc4)cc3CC[C@H]2N1,CC1c2ccc(Br)cc2CC[C@H]2CNC(=O)CC12.OB(O)c1ccc(Cl)cc1,CI.C[C@]12CCC(=O)N[C@@H]1CCc1cc(-c3ccc(Cl)cc3)ccc12,1
